"region","set_type","status","all_pop","ind_edu","phd_edu","hig_edu","mast_edu","spec_edu","bac_edu","not_compl_edu","prof_edu","prof_edu_mid_spec","prof_edu_work","mid_edu","mid_edu_gen","mid_edu_prim","non_edu","not_ind_edu"
"Kemerovo Oblast","city","indicated status",1674752,1656805,21274,379830,19885,277600,82345,36558,764531,503528,261003,284440,142641,25036,2495,17947
"Kemerovo Oblast","city","labour force",985517,973720,14865,295045,16661,211187,67197,27906,479225,311387,167838,120516,35631,284,248,11797
"Kemerovo Oblast","city","employed",976838,965097,14796,293032,16536,209767,66729,27680,475478,309188,166290,118775,34833,265,238,11741
"Kemerovo Oblast","city","unemployed",8679,8623,69,2013,125,1420,468,226,3747,2199,1548,1741,798,19,10,56
"Kemerovo Oblast","city","not in labour",689235,683085,6409,84785,3224,66413,15148,8652,285306,192141,93165,163924,107010,24752,2247,6150
"Kemerovo Oblast","city","labour force",11114,11035,122,2400,171,1675,554,268,4491,2743,1748,2455,1187,102,10,79
"Kemerovo Oblast","city",NA,197976,21797,191,2665,106,1966,593,320,8593,5438,3155,5070,3998,912,48,176179
"Kemerovo Oblast","village",NA,285446,278757,1974,30278,1174,22205,6899,3157,118157,68390,49767,66975,49404,7685,1127,6689
"Kemerovo Oblast","village","indicated status",277783,276942,1974,30156,1170,22129,6857,3147,117596,68127,49469,66515,48862,7569,1123,841
"Kemerovo Oblast","village","labour force",142892,142422,1258,21384,948,15212,5224,2152,69737,39810,29927,30920,16782,127,62,470
"Kemerovo Oblast","village","employed",140405,139940,1249,21239,940,15111,5188,2123,68863,39326,29537,30126,16171,108,61,465
"Kemerovo Oblast","village","unemployed",2487,2482,9,145,8,101,36,29,874,484,390,794,611,19,1,5
"Kemerovo Oblast","village","not in labour",134891,134520,716,8772,222,6917,1633,995,47859,28317,19542,35595,32080,7442,1061,371
"Kemerovo Oblast","village","labour force",1965,1959,16,157,9,120,28,25,730,389,341,533,473,20,5,6
"Kemerovo Oblast","village",NA,7663,1815,NA,122,4,76,42,10,561,263,298,460,542,116,4,5848
"Novosibirsk Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Novosibirsk Oblast","total",NA,2323321,1699585,28030,466540,32443,318308,115789,40327,618509,423133,195376,324725,176266,41106,4082,623736
"Novosibirsk Oblast","total","indicated status",1706027,1655191,27390,458206,32053,312732,113421,39398,603491,412114,191377,314492,169220,39028,3966,50836
"Novosibirsk Oblast","total","labour force",977770,942558,18452,342712,26316,227061,89335,29270,358354,239991,118363,138055,51244,4000,471,35212
"Novosibirsk Oblast","total","employed",964015,928894,18311,339227,26055,224791,88381,28883,353877,237293,116584,134723,49562,3851,460,35121
"Novosibirsk Oblast","total","unemployed",13755,13664,141,3485,261,2270,954,387,4477,2698,1779,3332,1682,149,11,91
"Novosibirsk Oblast","total","not in labour",728257,712633,8938,115494,5737,85671,24086,10128,245137,172123,73014,176437,117976,35028,3495,15624
"Novosibirsk Oblast","total","labour force",16168,16019,208,4188,354,2730,1104,487,4759,3079,1680,4125,2007,230,15,149
"Novosibirsk Oblast","total",NA,617294,44394,640,8334,390,5576,2368,929,15018,11019,3999,10233,7046,2078,116,572900
"Novosibirsk Oblast","city",NA,1857575,1275794,24304,414655,30055,281870,102730,34633,462351,325870,136481,216537,98679,22567,2068,581781
"Novosibirsk Oblast","city","indicated status",1282868,1239672,23781,407075,29701,276847,100527,33810,450091,316880,133211,208519,93363,21040,1993,43196
"Novosibirsk Oblast","city","labour force",759744,729972,16227,304904,24394,201227,79283,25380,269166,185468,83698,87335,24472,2165,323,29772
"Novosibirsk Oblast","city","employed",750849,721147,16109,301790,24161,199205,78424,25052,266343,183677,82666,85501,23927,2108,317,29702
"Novosibirsk Oblast","city","unemployed",8895,8825,118,3114,233,2022,859,328,2823,1791,1032,1834,545,57,6,70
"Novosibirsk Oblast","city","not in labour",523124,509700,7554,102171,5307,75620,21244,8430,180925,131412,49513,121184,68891,18875,1670,13424
"Novosibirsk Oblast","city","labour force",12342,12223,191,3884,334,2521,1029,440,3554,2414,1140,3045,989,113,7,119
"Novosibirsk Oblast","city",NA,574707,36122,523,7580,354,5023,2203,823,12260,8990,3270,8018,5316,1527,75,538585
"Novosibirsk Oblast","village",NA,465746,423791,3726,51885,2388,36438,13059,5694,156158,97263,58895,108188,77587,18539,2014,41955
"Novosibirsk Oblast","village","indicated status",423159,415519,3609,51131,2352,35885,12894,5588,153400,95234,58166,105973,75857,17988,1973,7640
"Novosibirsk Oblast","village","labour force",218026,212586,2225,37808,1922,25834,10052,3890,89188,54523,34665,50720,26772,1835,148,5440
"Novosibirsk Oblast","village","employed",213166,207747,2202,37437,1894,25586,9957,3831,87534,53616,33918,49222,25635,1743,143,5419
"Novosibirsk Oblast","village","unemployed",4860,4839,23,371,28,248,95,59,1654,907,747,1498,1137,92,5,21
"Novosibirsk Oblast","village","not in labour",205133,202933,1384,13323,430,10051,2842,1698,64212,40711,23501,55253,49085,16153,1825,2200
"Novosibirsk Oblast","village","labour force",3826,3796,17,304,20,209,75,47,1205,665,540,1080,1018,117,8,30
"Novosibirsk Oblast","village",NA,42587,8272,117,754,36,553,165,106,2758,2029,729,2215,1730,551,41,34315
"Omsk Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omsk Oblast","total",NA,1539383,1290793,18621,293916,17427,211678,64811,22831,529351,369719,159632,251871,138760,31757,3686,248590
"Omsk Oblast","total","indicated status",1301681,1264062,18160,289486,17222,208512,63752,22402,519233,362381,156852,245820,134621,30721,3619,37619
"Omsk Oblast","total","labour force",712407,686263,11864,210327,13986,147214,49127,15768,302896,207842,95054,102966,39344,2827,271,26144
"Omsk Oblast","total","employed",702123,676031,11787,208665,13876,146115,48674,15588,299022,205470,93552,100408,37640,2665,256,26092
"Omsk Oblast","total","unemployed",10284,10232,77,1662,110,1099,453,180,3874,2372,1502,2558,1704,162,15,52
"Omsk Oblast","total","not in labour",589274,577799,6296,79159,3236,61298,14625,6634,216337,154539,61798,142854,95277,27894,3348,11475
"Omsk Oblast","total","labour force",11944,11859,120,2205,176,1509,520,250,4250,2748,1502,3028,1807,181,18,85
"Omsk Oblast","total",NA,237702,26731,461,4430,205,3166,1059,429,10118,7338,2780,6051,4139,1036,67,210971
"Omsk Oblast","city",NA,1144222,911212,15734,253232,15947,182256,55029,18977,380490,272134,108356,157756,69803,13679,1541,233010
"Omsk Oblast","city","indicated status",921837,888797,15328,249119,15751,179330,54038,18581,371902,265816,106086,152877,66555,12944,1491,33040
"Omsk Oblast","city","labour force",529881,507270,10299,182244,12807,127615,41822,13333,221927,155864,66063,61898,16834,566,169,22611
"Omsk Oblast","city","employed",524759,502186,10230,180883,12710,126717,41456,13207,219950,154568,65382,60826,16379,546,165,22573
"Omsk Oblast","city","unemployed",5122,5084,69,1361,97,898,366,126,1977,1296,681,1072,455,20,4,38
"Omsk Oblast","city","not in labour",391956,381527,5029,66875,2944,51715,12216,5248,149975,109952,40023,90979,49721,12378,1322,10429
"Omsk Oblast","city","labour force",7427,7362,109,1920,160,1297,463,200,2601,1717,884,1821,657,49,5,65
"Omsk Oblast","city",NA,222385,22415,406,4113,196,2926,991,396,8588,6318,2270,4879,3248,735,50,199970
"Omsk Oblast","village",NA,395161,379581,2887,40684,1480,29422,9782,3854,148861,97585,51276,94115,68957,18078,2145,15580
"Omsk Oblast","village","indicated status",379844,375265,2832,40367,1471,29182,9714,3821,147331,96565,50766,92943,68066,17777,2128,4579
"Omsk Oblast","village","labour force",182526,178993,1565,28083,1179,19599,7305,2435,80969,51978,28991,41068,22510,2261,102,3533
"Omsk Oblast","village","employed",177364,173845,1557,27782,1166,19398,7218,2381,79072,50902,28170,39582,21261,2119,91,3519
"Omsk Oblast","village","unemployed",5162,5148,8,301,13,201,87,54,1897,1076,821,1486,1249,142,11,14
"Omsk Oblast","village","not in labour",197318,196272,1267,12284,292,9583,2409,1386,66362,44587,21775,51875,45556,15516,2026,1046
"Omsk Oblast","village","labour force",4517,4497,11,285,16,212,57,50,1649,1031,618,1207,1150,132,13,20
"Omsk Oblast","village",NA,15317,4316,55,317,9,240,68,33,1530,1020,510,1172,891,301,17,11001
"Tomsk Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tomsk Oblast","total",NA,881279,658831,12784,180046,16563,127184,36299,17211,251355,163990,87365,120718,64369,11161,1187,222448
"Tomsk Oblast","total","indicated status",657549,642649,12481,176993,16385,124968,35640,16896,245628,159998,85630,116709,62054,10728,1160,14900
"Tomsk Oblast","total","labour force",371326,361602,8762,132659,13715,91241,27703,12284,143850,91483,52367,47467,16395,109,76,9724
"Tomsk Oblast","total","employed",363950,354264,8711,131345,13599,90428,27318,12098,141034,89962,51072,45590,15310,103,73,9686
"Tomsk Oblast","total","unemployed",7376,7338,51,1314,116,813,385,186,2816,1521,1295,1877,1085,6,3,38
"Tomsk Oblast","total","not in labour",286223,281047,3719,44334,2670,33727,7937,4612,101778,68515,33263,69242,45659,10619,1084,5176
"Tomsk Oblast","total","labour force",7706,7655,95,1575,140,1041,394,220,2598,1615,983,2158,967,40,2,51
"Tomsk Oblast","total",NA,223730,16182,303,3053,178,2216,659,315,5727,3992,1735,4009,2315,433,27,207548
"Tomsk Oblast","city",NA,634863,432586,10594,144433,14438,101374,28621,13607,153303,102388,50915,74484,30643,5039,483,202277
"Tomsk Oblast","city","indicated status",431943,419442,10318,141730,14276,99396,28058,13330,148665,99095,49570,71249,28966,4720,464,12501
"Tomsk Oblast","city","labour force",255496,247349,7313,106745,11928,73117,21700,9781,89099,57830,31269,27971,6334,59,47,8147
"Tomsk Oblast","city","employed",252041,243920,7273,105677,11828,72460,21389,9635,88006,57175,30831,27116,6111,56,46,8121
"Tomsk Oblast","city","unemployed",3455,3429,40,1068,100,657,311,146,1093,655,438,855,223,3,1,26
"Tomsk Oblast","city","not in labour",176447,172093,3005,34985,2348,26279,6358,3549,59566,41265,18301,43278,22632,4661,417,4354
"Tomsk Oblast","city","labour force",4898,4859,86,1321,119,850,352,180,1476,971,505,1411,356,28,1,39
"Tomsk Oblast","city",NA,202920,13144,276,2703,162,1978,563,277,4638,3293,1345,3235,1677,319,19,189776
"Tomsk Oblast","village",NA,246416,226245,2190,35613,2125,25810,7678,3604,98052,61602,36450,46234,33726,6122,704,20171
"Tomsk Oblast","village","indicated status",225606,223207,2163,35263,2109,25572,7582,3566,96963,60903,36060,45460,33088,6008,696,2399
"Tomsk Oblast","village","labour force",115830,114253,1449,25914,1787,18124,6003,2503,54751,33653,21098,19496,10061,50,29,1577
"Tomsk Oblast","village","employed",111909,110344,1438,25668,1771,17968,5929,2463,53028,32787,20241,18474,9199,47,27,1565
"Tomsk Oblast","village","unemployed",3921,3909,11,246,16,156,74,40,1723,866,857,1022,862,3,2,12
"Tomsk Oblast","village","not in labour",109776,108954,714,9349,322,7448,1579,1063,42212,27250,14962,25964,23027,5958,667,822
"Tomsk Oblast","village","labour force",2808,2796,9,254,21,191,42,40,1122,644,478,747,611,12,1,12
"Tomsk Oblast","village",NA,20810,3038,27,350,16,238,96,38,1089,699,390,774,638,114,8,17772
"Far Eastern federal district","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Far Eastern federal district","total",NA,6451712,5233898,82058,1270109,75872,886995,307242,109546,2038448,1361690,676758,1054350,581871,86283,11233,1217814
"Far Eastern federal district","total","indicated status",5243971,5104574,80256,1250642,75004,873905,301733,107497,1996148,1333292,662856,1022780,555720,80631,10900,139397
"Far Eastern federal district","total","labour force",3185175,3083714,58151,985217,62741,676113,246363,80201,1284597,841523,443074,487885,180416,5763,1484,101461
"Far Eastern federal district","total","employed",3134977,3033801,57831,977306,62174,670987,244145,79200,1267380,831336,436044,473109,172143,5412,1420,101176
"Far Eastern federal district","total","unemployed",50198,49913,320,7911,567,5126,2218,1001,17217,10187,7030,14776,8273,351,64,285
"Far Eastern federal district","total","not in labour",2058796,2020860,22105,265425,12263,197792,55370,27296,711551,491769,219782,534895,375304,74868,9416,37936
"Far Eastern federal district","total","labour force",58073,56530,498,9926,808,6524,2594,1169,18605,11523,7082,16131,9533,575,93,1543
"Far Eastern federal district","total",NA,1207741,129324,1802,19467,868,13090,5509,2049,42300,28398,13902,31570,26151,5652,333,1078417
"Far Eastern federal district","city",NA,4798599,3682107,67703,1040140,65635,723617,250888,87342,1448191,972159,476032,656734,327709,48432,5856,1116492
"Far Eastern federal district","city","indicated status",3706716,3582927,66114,1023506,64886,712508,246112,85660,1414969,949743,465226,634083,308364,44606,5625,123789
"Far Eastern federal district","city","labour force",2381620,2290371,48588,816839,54579,558605,203655,65374,941902,618516,323386,312426,100901,3352,989,91249
"Far Eastern federal district","city","employed",2358191,2267161,48362,811033,54106,554822,202105,64724,933657,613503,320154,306546,98625,3251,963,91030
"Far Eastern federal district","city","unemployed",23429,23210,226,5806,473,3783,1550,650,8245,5013,3232,5880,2276,101,26,219
"Far Eastern federal district","city","not in labour",1325096,1292556,17526,206667,10307,153903,42457,20286,473067,331227,141840,321657,207463,41254,4636,32540
"Far Eastern federal district","city","labour force",32546,31215,388,7689,693,5070,1926,820,10370,6614,3756,7842,3791,265,50,1331
"Far Eastern federal district","city",NA,1091883,99180,1589,16634,749,11109,4776,1682,33222,22416,10806,22651,19345,3826,231,992703
"Far Eastern federal district","village",NA,1653113,1551791,14355,229969,10237,163378,56354,22204,590257,389531,200726,397616,254162,37851,5377,101322
"Far Eastern federal district","village","indicated status",1537255,1521647,14142,227136,10118,161397,55621,21837,581179,383549,197630,388697,247356,36025,5275,15608
"Far Eastern federal district","village","labour force",803555,793343,9563,168378,8162,117508,42708,14827,342695,223007,119688,175459,79515,2411,495,10212
"Far Eastern federal district","village","employed",776786,766640,9469,166273,8068,116165,42040,14476,333723,217833,115890,166563,73518,2161,457,10146
"Far Eastern federal district","village","unemployed",26769,26703,94,2105,94,1343,668,351,8972,5174,3798,8896,5997,250,38,66
"Far Eastern federal district","village","not in labour",733700,728304,4579,58758,1956,43889,12913,7010,238484,160542,77942,213238,167841,33614,4780,5396
"Far Eastern federal district","village","labour force",25527,25315,110,2237,115,1454,668,349,8235,4909,3326,8289,5742,310,43,212
"Far Eastern federal district","village",NA,115858,30144,213,2833,119,1981,733,367,9078,5982,3096,8919,6806,1826,102,85714
"Republic of Buryatia","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Republic of Buryatia","total",NA,747685,690414,10356,179452,10997,135550,32905,15386,255993,181609,74384,141319,73988,12217,1703,57271
"Republic of Buryatia","total","indicated status",687615,681011,10279,178026,10907,134475,32644,15200,253043,179385,73658,138878,72064,11841,1680,6604
"Republic of Buryatia","total","labour force",360087,355872,6969,126066,8660,92911,24495,9965,142604,99315,43289,53695,16369,92,112,4215
"Republic of Buryatia","total","employed",353377,349187,6929,124591,8539,91886,24166,9779,140214,97809,42405,51883,15603,82,106,4190
"Republic of Buryatia","total","unemployed",6710,6685,40,1475,121,1025,329,186,2390,1506,884,1812,766,10,6,25
"Republic of Buryatia","total","not in labour",327528,325139,3310,51960,2247,41564,8149,5235,110439,80070,30369,85183,55695,11749,1568,2389
"Republic of Buryatia","total","labour force",10379,10328,65,2123,179,1468,476,292,3430,2176,1254,3031,1361,15,11,51
"Republic of Buryatia","total",NA,60070,9403,77,1426,90,1075,261,186,2950,2224,726,2441,1924,376,23,50667
"Republic of Buryatia","city",NA,445413,396328,7626,129546,8539,99007,22000,10365,145610,103858,41752,64956,32282,5294,649,49085
"Republic of Buryatia","city","indicated status",396700,391233,7580,128639,8474,98317,21848,10250,144144,102828,41316,63846,31057,5083,634,5467
"Republic of Buryatia","city","labour force",227892,224212,5311,92851,6754,69286,16811,6949,86144,60088,26056,26023,6809,54,71,3680
"Republic of Buryatia","city","employed",224991,221331,5284,91832,6659,68556,16617,6835,85074,59358,25716,25539,6647,50,70,3660
"Republic of Buryatia","city","unemployed",2901,2881,27,1019,95,730,194,114,1070,730,340,484,162,4,1,20
"Republic of Buryatia","city","not in labour",168808,167021,2269,35788,1720,29031,5037,3301,58000,42740,15260,37823,24248,5029,563,1787
"Republic of Buryatia","city","labour force",4368,4329,41,1432,142,1001,289,159,1411,929,482,876,397,8,5,39
"Republic of Buryatia","city",NA,48713,5095,46,907,65,690,152,115,1466,1030,436,1110,1225,211,15,43618
"Republic of Buryatia","village",NA,302272,294086,2730,49906,2458,36543,10905,5021,110383,77751,32632,76363,41706,6923,1054,8186
"Republic of Buryatia","village","indicated status",290915,289778,2699,49387,2433,36158,10796,4950,108899,76557,32342,75032,41007,6758,1046,1137
"Republic of Buryatia","village","labour force",132195,131660,1658,33215,1906,23625,7684,3016,56460,39227,17233,27672,9560,38,41,535
"Republic of Buryatia","village","employed",128386,127856,1645,32759,1880,23330,7549,2944,55140,38451,16689,26344,8956,32,36,530
"Republic of Buryatia","village","unemployed",3809,3804,13,456,26,295,135,72,1320,776,544,1328,604,6,5,5
"Republic of Buryatia","village","not in labour",158720,158118,1041,16172,527,12533,3112,1934,52439,37330,15109,47360,31447,6720,1005,602
"Republic of Buryatia","village","labour force",6011,5999,24,691,37,467,187,133,2019,1247,772,2155,964,7,6,12
"Republic of Buryatia","village",NA,11357,4308,31,519,25,385,109,71,1484,1194,290,1331,699,165,8,7049
"Republic of Sakha","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Republic of Sakha","total",NA,766110,639126,10439,170570,11711,119369,39490,12706,250176,179875,70301,131569,54376,7813,1477,126984
"Republic of Sakha","total","indicated status",638211,628052,10350,168903,11624,118201,39078,12559,246517,177758,68759,128890,52205,7175,1453,10159
"Republic of Sakha","total","labour force",397949,390394,8091,136085,9735,94613,31737,9339,164082,116161,47921,59901,12565,153,178,7555
"Republic of Sakha","total","employed",388749,381237,8044,134376,9616,93562,31198,9133,160641,113911,46730,57004,11734,142,163,7512
"Republic of Sakha","total","unemployed",9200,9157,47,1709,119,1051,539,206,3441,2250,1191,2897,831,11,15,43
"Republic of Sakha","total","not in labour",240262,237658,2259,32818,1889,23588,7341,3220,82435,61597,20838,68989,39640,7022,1275,2604
"Republic of Sakha","total","labour force",8079,8038,61,1604,148,999,457,184,2974,1975,999,2318,829,52,16,41
"Republic of Sakha","total",NA,127899,11074,89,1667,87,1168,412,147,3659,2117,1542,2679,2171,638,24,116825
"Republic of Sakha","city",NA,521003,396175,7808,120328,9510,83035,27783,8900,151738,107352,44386,72832,30062,3820,687,124828
"Republic of Sakha","city","indicated status",397063,387521,7730,118957,9437,82101,27419,8780,148723,105550,43173,70753,28464,3445,669,9542
"Republic of Sakha","city","labour force",267594,260427,6168,97432,7917,66895,22620,6743,106332,73878,32454,35746,7812,88,106,7167
"Republic of Sakha","city","employed",264262,257124,6143,96391,7833,66241,22317,6632,105254,73174,32080,34960,7562,81,101,7138
"Republic of Sakha","city","unemployed",3332,3303,25,1041,84,654,303,111,1078,704,374,786,250,7,5,29
"Republic of Sakha","city","not in labour",129469,127094,1562,21525,1520,15206,4799,2037,42391,31672,10719,35007,20652,3357,563,2375
"Republic of Sakha","city","labour force",4289,4254,41,1185,132,751,302,128,1346,928,418,1079,442,27,6,35
"Republic of Sakha","city",NA,123940,8654,78,1371,73,934,364,120,3015,1802,1213,2079,1598,375,18,115286
"Republic of Sakha","village",NA,245107,242951,2631,50242,2201,36334,11707,3806,98438,72523,25915,58737,24314,3993,790,2156
"Republic of Sakha","village","indicated status",241148,240531,2620,49946,2187,36100,11659,3779,97794,72208,25586,58137,23741,3730,784,617
"Republic of Sakha","village","labour force",130355,129967,1923,38653,1818,27718,9117,2596,57750,42283,15467,24155,4753,65,72,388
"Republic of Sakha","village","employed",124487,124113,1901,37985,1783,27321,8881,2501,55387,40737,14650,22044,4172,61,62,374
"Republic of Sakha","village","unemployed",5868,5854,22,668,35,397,236,95,2363,1546,817,2111,581,4,10,14
"Republic of Sakha","village","not in labour",110793,110564,697,11293,369,8382,2542,1183,40044,29925,10119,33982,18988,3665,712,229
"Republic of Sakha","village","labour force",3790,3784,20,419,16,248,155,56,1628,1047,581,1239,387,25,10,6
"Republic of Sakha","village",NA,3959,2420,11,296,14,234,48,27,644,315,329,600,573,263,6,1539
"Zabaykalsky Krai","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zabaykalsky Krai","total",NA,786626,669903,9236,124721,7860,86660,30201,10566,231462,155455,76007,171701,101796,18282,2139,116723
"Zabaykalsky Krai","total","indicated status",671075,659886,9147,123530,7803,85884,29843,10453,228580,153535,75045,168963,99549,17554,2110,11189
"Zabaykalsky Krai","total","labour force",367564,359259,6443,93684,6374,64086,23224,7578,138868,91201,47667,79663,31207,1660,156,8305
"Zabaykalsky Krai","total","employed",359076,350805,6380,92810,6316,63528,22966,7459,136461,89726,46735,76844,29159,1549,143,8271
"Zabaykalsky Krai","total","unemployed",8488,8454,63,874,58,558,258,119,2407,1475,932,2819,2048,111,13,34
"Zabaykalsky Krai","total","not in labour",303511,300627,2704,29846,1429,21798,6619,2875,89712,62334,27378,89300,68342,15894,1954,2884
"Zabaykalsky Krai","total","labour force",12348,11443,82,1244,105,807,332,171,3109,1949,1160,3650,2942,219,26,905
"Zabaykalsky Krai","total",NA,115551,10017,89,1191,57,776,358,113,2882,1920,962,2738,2247,728,29,105534
"Zabaykalsky Krai","city",NA,545491,436563,8068,98757,6755,68612,23390,8150,159798,106976,52822,104236,47716,8927,911,108928
"Zabaykalsky Krai","city","indicated status",437836,428704,7983,97681,6701,67898,23082,8051,157378,105361,52017,102121,46193,8408,889,9132
"Zabaykalsky Krai","city","labour force",259828,253119,5680,75374,5561,51606,18207,5997,99739,65179,34560,50841,14621,782,85,6709
"Zabaykalsky Krai","city","employed",256497,249815,5630,74788,5513,51241,18034,5931,98652,64525,34127,49804,14168,760,82,6682
"Zabaykalsky Krai","city","unemployed",3331,3304,50,586,48,365,173,66,1087,654,433,1037,453,22,3,27
"Zabaykalsky Krai","city","not in labour",178008,175585,2303,22307,1140,16292,4875,2054,57639,40182,17457,51280,31572,7626,804,2423
"Zabaykalsky Krai","city","labour force",5595,4808,61,855,84,551,220,115,1505,964,541,1405,771,80,16,787
"Zabaykalsky Krai","city",NA,107655,7859,85,1076,54,714,308,99,2420,1615,805,2115,1523,519,22,99796
"Zabaykalsky Krai","village",NA,241135,233340,1168,25964,1105,18048,6811,2416,71664,48479,23185,67465,54080,9355,1228,7795
"Zabaykalsky Krai","village","indicated status",233239,231182,1164,25849,1102,17986,6761,2402,71202,48174,23028,66842,53356,9146,1221,2057
"Zabaykalsky Krai","village","labour force",107736,106140,763,18310,813,12480,5017,1581,39129,26022,13107,28822,16586,878,71,1596
"Zabaykalsky Krai","village","employed",102579,100990,750,18022,803,12287,4932,1528,37809,25201,12608,27040,14991,789,61,1589
"Zabaykalsky Krai","village","unemployed",5157,5150,13,288,10,193,85,53,1320,821,499,1782,1595,89,10,7
"Zabaykalsky Krai","village","not in labour",125503,125042,401,7539,289,5506,1744,821,32073,22152,9921,38020,36770,8268,1150,461
"Zabaykalsky Krai","village","labour force",6753,6635,21,389,21,256,112,56,1604,985,619,2245,2171,139,10,118
"Zabaykalsky Krai","village",NA,7896,2158,4,115,3,62,50,14,462,305,157,623,724,209,7,5738
"Kamchatka Krai","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamchatka Krai","total",NA,234761,198414,2683,57786,3384,40852,13550,4750,83066,56149,26917,32425,15435,1898,371,36347
"Kamchatka Krai","total","indicated status",201027,194646,2640,57204,3337,40478,13389,4681,81690,55187,26503,31595,14725,1753,358,6381
"Kamchatka Krai","total","labour force",138141,133420,2090,48047,2867,33722,11458,3682,57450,38277,19173,16966,5039,45,101,4721
"Kamchatka Krai","total","employed",135918,131214,2076,47674,2850,33481,11343,3623,56612,37756,18856,16394,4695,40,100,4704
"Kamchatka Krai","total","unemployed",2223,2206,14,373,17,241,115,59,838,521,317,572,344,5,1,17
"Kamchatka Krai","total","not in labour",62886,61226,550,9157,470,6756,1931,999,24240,16910,7330,14629,9686,1708,257,1660
"Kamchatka Krai","total","labour force",1792,1773,13,400,24,273,103,35,685,458,227,424,203,9,4,19
"Kamchatka Krai","total",NA,33734,3768,43,582,47,374,161,69,1376,962,414,830,710,145,13,29966
"Kamchatka Krai","city",NA,182498,151730,2449,49078,2930,34722,11426,3894,63776,44364,19412,21574,9488,1305,166,30768
"Kamchatka Krai","city","indicated status",154556,148871,2411,48608,2896,34418,11294,3841,62691,43570,19121,20938,9006,1218,158,5685
"Kamchatka Krai","city","labour force",108099,103738,1912,40858,2484,28720,9654,3051,44352,30365,13987,10922,2582,27,34,4361
"Kamchatka Krai","city","employed",107044,102690,1902,40571,2472,28535,9564,3018,43936,30092,13844,10706,2499,25,33,4354
"Kamchatka Krai","city","unemployed",1055,1048,10,287,12,185,90,33,416,273,143,216,83,2,1,7
"Kamchatka Krai","city","not in labour",46457,45133,499,7750,412,5698,1640,790,18339,13205,5134,10016,6424,1191,124,1324
"Kamchatka Krai","city","labour force",1264,1253,12,341,20,235,86,30,485,337,148,275,103,5,2,11
"Kamchatka Krai","city",NA,27942,2859,38,470,34,304,132,53,1085,794,291,636,482,87,8,25083
"Kamchatka Krai","village",NA,52263,46684,234,8708,454,6130,2124,856,19290,11785,7505,10851,5947,593,205,5579
"Kamchatka Krai","village","indicated status",46471,45775,229,8596,441,6060,2095,840,18999,11617,7382,10657,5719,535,200,696
"Kamchatka Krai","village","labour force",30042,29682,178,7189,383,5002,1804,631,13098,7912,5186,6044,2457,18,67,360
"Kamchatka Krai","village","employed",28874,28524,174,7103,378,4946,1779,605,12676,7664,5012,5688,2196,15,67,350
"Kamchatka Krai","village","unemployed",1168,1158,4,86,5,56,25,26,422,248,174,356,261,3,NA,10
"Kamchatka Krai","village","not in labour",16429,16093,51,1407,58,1058,291,209,5901,3705,2196,4613,3262,517,133,336
"Kamchatka Krai","village","labour force",528,520,1,59,4,38,17,5,200,121,79,149,100,4,2,8
"Kamchatka Krai","village",NA,5792,909,5,112,13,70,29,16,291,168,123,194,228,58,5,4883
"Primorsky Krai","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primorsky Krai","total",NA,1549802,1067302,20250,246862,16006,171054,59802,21729,436880,284866,152014,208981,109135,21764,1701,482500
"Primorsky Krai","total","indicated status",1068135,1027710,19427,240583,15708,166711,58164,21114,422815,274885,147930,199560,102723,19899,1589,40425
"Primorsky Krai","total","labour force",649278,621349,13619,186673,12929,127110,46634,15728,271222,173332,97890,96204,34816,2881,206,27929
"Primorsky Krai","total","employed",640930,613065,13537,185381,12825,126288,46268,15578,268288,171815,96473,93817,33533,2731,200,27865
"Primorsky Krai","total","unemployed",8348,8284,82,1292,104,822,366,150,2934,1517,1417,2387,1283,150,6,64
"Primorsky Krai","total","not in labour",418857,406361,5808,53910,2779,39601,11530,5386,151593,101553,50040,103356,67907,17018,1383,12496
"Primorsky Krai","total","labour force",8868,8575,133,1732,153,1115,464,164,2970,1729,1241,2230,1199,134,13,293
"Primorsky Krai","total",NA,481667,39592,823,6279,298,4343,1638,615,14065,9981,4084,9421,6412,1865,112,442075
"Primorsky Krai","city",NA,1223084,784739,16681,210670,14325,145743,50602,17864,325383,216282,109101,134905,64909,13386,941,438345
"Primorsky Krai","city","indicated status",790670,755753,15946,205395,14074,142053,49268,17354,314540,208480,106060,129026,60465,12149,878,34917
